,Word,ConcValCombo_moderate,ConcValCombo_extreme,V.Mean.Sum,Conc.M
1420,specialize,abstract-positive,neutral-neutral,6.23,1.7
1421,specify,neutral-neutral,neutral-neutral,5.53,2.3
1422,speculate,abstract-neutral,neutral-neutral,5.63,1.68
1423,speeding,neutral-negative,neutral-neutral,3.68,3.63
1424,spend,neutral-neutral,neutral-neutral,5.91,2.93
1425,spew,neutral-negative,neutral-neutral,3.37,3.2
1426,spike,concrete-neutral,concrete-neutral,4.23,4.52
1427,spill,concrete-negative,neutral-neutral,3.63,4.07
1428,spin,neutral-neutral,neutral-neutral,4.9,3.9
1429,spit,concrete-negative,concrete-neutral,3.0,4.71
1430,splat,neutral-negative,neutral-neutral,3.79,3.04
1431,splatter,neutral-neutral,neutral-neutral,4.57,3.82
1432,splice,neutral-neutral,neutral-neutral,4.74,3.19
1433,split,neutral-neutral,neutral-neutral,4.5,3.96
1434,spoil,neutral-negative,neutral-neutral,2.83,2.82
1435,spout,concrete-neutral,concrete-neutral,5.29,4.67
1436,spread,neutral-neutral,neutral-neutral,5.57,3.68
1437,sprinkle,neutral-positive,neutral-neutral,6.72,3.82
1438,sprout,concrete-neutral,concrete-neutral,5.7,4.64
1439,spruce,neutral-neutral,neutral-neutral,5.55,3.86
1440,squander,neutral-negative,neutral-neutral,3.55,2.54
1441,squawk,neutral-neutral,neutral-neutral,5.11,3.73
1442,squeak,concrete-neutral,neutral-neutral,4.95,4.07
1443,squeal,neutral-neutral,neutral-neutral,5.14,3.42
1444,squeeze,neutral-neutral,neutral-neutral,4.85,3.75
1445,squint,concrete-neutral,neutral-neutral,4.4,4.3
1446,squirm,neutral-negative,neutral-neutral,3.86,3.82
1447,squirt,neutral-neutral,neutral-neutral,5.67,3.93
1448,squish,neutral-negative,neutral-neutral,3.11,3.85
1449,stab,concrete-negative,neutral-neutral,3.05,4.07
1450,stabilize,neutral-neutral,neutral-neutral,5.86,2.72
1451,stalk,neutral-negative,neutral-neutral,3.89,3.5
1452,stall,concrete-neutral,neutral-neutral,4.32,4.37
1453,stand,concrete-neutral,neutral-neutral,5.27,4.16
1454,stare,concrete-neutral,neutral-neutral,4.45,4.1
1455,start,neutral-positive,neutral-neutral,6.41,2.71
1456,startle,neutral-neutral,neutral-neutral,4.65,2.13
1457,starve,neutral-negative,neutral-neutral,2.53,3.48
1458,stat,neutral-neutral,neutral-neutral,4.86,3.19
1459,stay,neutral-positive,neutral-neutral,6.14,2.15
1460,steal,neutral-negative,neutral-neutral,2.17,3.84
1461,stealing,neutral-negative,neutral-neutral,2.75,3.28
1462,steer,concrete-neutral,neutral-neutral,5.68,4.19
1463,step,concrete-neutral,concrete-neutral,5.68,4.54
1464,sterilize,neutral-neutral,neutral-neutral,5.59,2.97
1465,stick,concrete-neutral,concrete-neutral,5.27,4.59
1466,stimulate,neutral-positive,neutral-positive,7.38,3.22
1467,stink,neutral-negative,neutral-neutral,2.35,3.72
1468,stipulate,neutral-neutral,neutral-neutral,4.86,2.04
1469,stir,neutral-neutral,neutral-neutral,5.35,3.76
1470,stitch,concrete-neutral,neutral-neutral,4.95,4.32
1471,stomp,concrete-negative,neutral-neutral,3.9,4.41
1472,stonewall,neutral-neutral,neutral-neutral,4.58,3.56
1473,stoop,concrete-neutral,concrete-neutral,4.67,4.63
1474,stop,neutral-neutral,neutral-neutral,4.73,3.68
1475,stow,neutral-neutral,neutral-neutral,5.0,3.08
1476,straddle,neutral-neutral,neutral-neutral,5.62,3.74
1477,straighten,neutral-positive,neutral-neutral,6.26,3.72
1478,strangle,concrete-negative,neutral-neutral,3.0,4.34
1479,streamline,neutral-neutral,neutral-neutral,5.3,2.61
1480,strengthen,neutral-positive,neutral-positive,7.21,2.5
1481,stretch,neutral-neutral,neutral-neutral,5.0,3.62
1482,strike,concrete-negative,neutral-neutral,3.06,4.07
1483,strive,neutral-positive,neutral-neutral,6.32,2.07
1484,strut,neutral-neutral,neutral-neutral,5.6,3.97
1485,stumble,neutral-negative,neutral-neutral,3.76,3.75
1486,stutter,neutral-negative,neutral-neutral,2.95,3.97
1487,subdue,neutral-negative,neutral-neutral,3.17,2.24
1488,submerge,neutral-neutral,neutral-neutral,4.47,3.39
1489,submit,neutral-negative,neutral-neutral,3.9,2.68
1490,subscribe,neutral-neutral,neutral-neutral,5.43,2.21
1491,subside,neutral-neutral,neutral-neutral,5.42,2.26
1492,substantiate,abstract-neutral,neutral-neutral,5.37,1.68
1493,subtract,neutral-neutral,neutral-neutral,4.25,3.82
1494,succeed,neutral-positive,neutral-positive,7.05,2.33
1495,suck,neutral-negative,neutral-neutral,3.71,3.46
1496,sue,neutral-negative,neutral-neutral,2.18,3.07
1497,suffer,neutral-negative,neutral-neutral,2.05,2.28
1498,suffice,abstract-neutral,neutral-neutral,5.52,1.72
1499,suffocate,neutral-negative,neutral-neutral,2.62,3.74
1500,suggest,abstract-neutral,neutral-neutral,5.55,1.8
1501,sulk,neutral-negative,neutral-neutral,3.22,2.86
1502,summarize,neutral-neutral,neutral-neutral,4.89,2.32
1503,summon,neutral-neutral,neutral-neutral,5.58,2.79
1504,supervise,neutral-neutral,neutral-neutral,5.05,2.48
1505,suppose,abstract-neutral,abstract-neutral,5.27,1.37
1506,suppress,neutral-negative,neutral-neutral,2.72,2.22
1507,surrender,neutral-negative,neutral-neutral,3.73,2.63
1508,surround,neutral-neutral,neutral-neutral,5.42,2.81
1509,survive,neutral-positive,neutral-neutral,6.9,2.55
1510,suspend,neutral-neutral,neutral-neutral,4.32,2.74
1511,sustain,neutral-neutral,neutral-neutral,5.68,2.17
1512,swab,concrete-neutral,neutral-neutral,4.7,4.34
1513,swallow,neutral-neutral,neutral-neutral,5.57,3.89
1514,swap,neutral-neutral,neutral-neutral,5.24,3.85
1515,sway,neutral-neutral,neutral-neutral,5.25,3.6
1516,swear,neutral-negative,neutral-neutral,3.44,2.45
1517,sweep,neutral-neutral,neutral-neutral,5.27,3.72
1518,sweeten,neutral-positive,neutral-neutral,6.26,3.62
1519,swerve,neutral-neutral,neutral-neutral,4.33,4.0
1520,swim,concrete-positive,neutral-neutral,6.71,4.43
1521,swing,concrete-positive,concrete-neutral,6.95,4.54
1522,swipe,concrete-neutral,neutral-neutral,4.47,4.26
1523,swish,neutral-neutral,neutral-neutral,5.79,3.04
1524,switch,concrete-neutral,neutral-neutral,5.29,4.07
1525,swivel,neutral-neutral,neutral-neutral,5.26,3.9
1526,swoon,neutral-neutral,neutral-neutral,5.76,3.0
1527,swoop,neutral-neutral,neutral-neutral,5.16,3.19
1528,symbolize,neutral-neutral,neutral-neutral,5.75,2.4
1529,sympathize,abstract-neutral,neutral-neutral,6.0,1.54
1530,synchronize,neutral-positive,neutral-neutral,6.26,2.73
1531,tackle,concrete-neutral,neutral-neutral,5.38,4.28
1532,take,neutral-neutral,neutral-neutral,4.82,3.06
1533,talk,concrete-positive,neutral-neutral,6.64,4.07
1534,tally,neutral-neutral,neutral-neutral,4.74,3.07
1535,tame,neutral-positive,neutral-neutral,6.14,2.04
1536,tamper,neutral-negative,neutral-neutral,3.33,3.04
1537,tangle,neutral-negative,neutral-neutral,3.95,3.96
1538,taunt,neutral-negative,neutral-neutral,3.4,2.93
1539,teach,neutral-positive,neutral-positive,7.06,3.15
1540,tear,concrete-negative,concrete-neutral,3.14,4.56
1541,tease,neutral-neutral,neutral-neutral,4.17,2.59
1542,tell,neutral-neutral,neutral-neutral,5.27,2.9
1543,tempt,neutral-neutral,neutral-neutral,5.0,2.1
1544,tend,abstract-neutral,neutral-neutral,4.8,2.0
1545,terminate,neutral-negative,neutral-neutral,3.05,2.29
1546,terrified,neutral-negative,neutral-neutral,2.51,2.43
1547,terrify,neutral-negative,neutral-neutral,2.84,2.71
1548,terrorize,neutral-negative,neutral-neutral,2.5,2.84
1549,testify,neutral-neutral,neutral-neutral,4.55,2.67
1550,tether,neutral-neutral,neutral-neutral,4.32,3.67
1551,thank,neutral-positive,neutral-positive,7.77,3.0
1552,thatch,neutral-neutral,neutral-neutral,5.2,3.83
1553,thaw,neutral-neutral,neutral-neutral,4.95,3.8
1554,think,neutral-positive,neutral-neutral,6.68,2.41
1555,thought,abstract-positive,neutral-neutral,6.76,1.97
1556,thrash,neutral-negative,neutral-neutral,3.48,3.59
1557,threaten,neutral-negative,neutral-neutral,2.6,2.63
1558,thrive,neutral-positive,neutral-neutral,6.79,2.21
1559,throw,concrete-neutral,neutral-neutral,5.55,4.04
1560,thrust,neutral-neutral,neutral-neutral,5.75,3.29
1561,thump,neutral-neutral,neutral-neutral,4.42,3.77
1562,tickle,neutral-positive,neutral-neutral,6.14,3.85
1563,tie,concrete-neutral,concrete-neutral,5.33,4.81
1564,tighten,neutral-neutral,neutral-neutral,5.0,3.33
1565,tilt,concrete-neutral,neutral-neutral,4.78,4.04
1566,tinker,neutral-neutral,neutral-neutral,5.95,3.19
1567,tiptoe,neutral-neutral,neutral-neutral,5.32,3.89
1568,tire,concrete-neutral,concrete-neutral,4.55,5.0
1569,tolerate,abstract-positive,neutral-neutral,6.19,1.78
1570,toot,neutral-neutral,neutral-neutral,4.74,3.57
1571,topple,neutral-neutral,neutral-neutral,4.86,3.59
1572,toss,neutral-neutral,neutral-neutral,5.0,3.96
1573,touch,neutral-positive,neutral-neutral,6.64,3.86
1574,toughen,neutral-neutral,neutral-neutral,5.37,2.41
1575,trample,neutral-negative,neutral-neutral,3.73,3.28
1576,transcend,abstract-neutral,neutral-neutral,5.75,1.93
1577,transform,neutral-positive,neutral-neutral,6.05,2.41
1578,translate,neutral-neutral,neutral-neutral,5.67,2.69
1579,transmit,neutral-neutral,neutral-neutral,4.24,3.31
1580,travel,neutral-positive,neutral-positive,7.89,3.67
1581,traverse,neutral-neutral,neutral-neutral,5.0,2.88
1582,tread,neutral-neutral,neutral-neutral,4.72,3.57
1583,treat,neutral-positive,neutral-neutral,6.84,3.79
1584,tremble,neutral-negative,neutral-neutral,3.18,3.61
1585,trespass,neutral-negative,neutral-neutral,3.27,3.43
1586,triangulate,neutral-neutral,neutral-neutral,4.9,2.81
1587,trim,neutral-neutral,neutral-neutral,4.64,3.93
1588,trot,concrete-neutral,neutral-neutral,5.63,4.11
1589,trust,neutral-positive,neutral-positive,7.24,2.04
1590,try,neutral-neutral,neutral-neutral,5.64,2.22
1591,tuck,neutral-neutral,neutral-neutral,4.89,3.86
1592,tumble,neutral-neutral,neutral-neutral,5.65,3.89
1593,turn,neutral-neutral,neutral-neutral,5.45,3.44
1594,tweak,neutral-neutral,neutral-neutral,5.21,2.79
1595,tweet,neutral-neutral,neutral-neutral,5.37,3.52
1596,twinkle,neutral-positive,neutral-neutral,6.26,3.21
1597,twirl,neutral-positive,neutral-neutral,6.1,3.92
1598,twitch,neutral-neutral,neutral-neutral,4.26,3.79
1599,unafraid,abstract-positive,neutral-neutral,6.43,1.84
1600,uncover,neutral-neutral,neutral-neutral,4.89,3.42
1601,underestimate,neutral-neutral,neutral-neutral,4.35,2.04
1602,undergo,neutral-negative,neutral-neutral,3.9,2.41
1603,undermine,abstract-negative,neutral-neutral,3.05,1.9
1604,understand,neutral-positive,neutral-neutral,6.68,2.28
1605,undertake,abstract-neutral,neutral-neutral,4.21,1.71
1606,undo,neutral-neutral,neutral-neutral,5.35,2.56
1607,undress,neutral-positive,neutral-neutral,6.14,3.97
1608,unfold,neutral-neutral,neutral-neutral,4.23,3.55
1609,unfreeze,neutral-neutral,neutral-neutral,4.29,2.88
1610,unhook,neutral-neutral,neutral-neutral,4.55,3.34
1611,unite,neutral-positive,neutral-neutral,6.4,2.58
1612,unleash,neutral-neutral,neutral-neutral,4.6,3.55
1613,unload,neutral-neutral,neutral-neutral,5.21,3.21
1614,unlock,concrete-neutral,neutral-neutral,5.55,4.11
1615,unpack,neutral-neutral,neutral-neutral,5.29,3.82
1616,unplug,concrete-neutral,neutral-neutral,4.8,4.19
1617,unquote,neutral-neutral,neutral-neutral,5.21,2.19
1618,unravel,neutral-neutral,neutral-neutral,4.39,2.59
1619,unscrew,neutral-neutral,neutral-neutral,4.94,3.93
1620,untie,neutral-neutral,neutral-neutral,4.95,3.89
1621,unveil,neutral-neutral,neutral-neutral,5.61,2.97
1622,unwind,neutral-neutral,neutral-neutral,5.9,2.52
1623,unwrap,neutral-neutral,neutral-neutral,5.48,3.15
1624,unzip,neutral-neutral,neutral-neutral,5.32,3.96
1625,uphold,neutral-neutral,neutral-neutral,5.25,2.85
1626,upload,neutral-positive,neutral-neutral,6.6,3.11
1627,upset,neutral-negative,neutral-neutral,2.45,2.41
1628,urinate,concrete-neutral,neutral-neutral,4.14,4.46
1629,use,neutral-neutral,neutral-neutral,5.18,2.78
1630,usher,concrete-neutral,neutral-neutral,5.39,4.38
1631,utilize,abstract-neutral,neutral-neutral,5.26,1.96
1632,vacate,neutral-neutral,neutral-neutral,4.1,3.39
1633,validate,neutral-positive,neutral-neutral,6.5,2.18
1634,vanish,neutral-negative,neutral-neutral,3.86,2.77
1635,vanquish,neutral-neutral,neutral-neutral,4.72,2.21
1636,vary,abstract-neutral,neutral-neutral,4.5,1.93
1637,veer,neutral-neutral,neutral-neutral,4.63,3.19
1638,verify,neutral-neutral,neutral-neutral,5.43,2.1
1639,vibrate,neutral-neutral,neutral-neutral,5.29,4.0
1640,violate,abstract-negative,neutral-neutral,2.61,1.88
1641,visit,neutral-positive,neutral-neutral,6.56,3.92
1642,visualize,neutral-positive,neutral-neutral,6.58,2.45
1643,volunteer,neutral-positive,neutral-positive,7.35,3.77
1644,vomit,concrete-negative,concrete-negative,1.98,4.75
1645,vote,neutral-neutral,neutral-neutral,5.24,3.85
1646,vouch,neutral-neutral,neutral-neutral,5.83,2.39
1647,waddle,neutral-neutral,neutral-neutral,4.7,3.59
1648,wag,neutral-neutral,neutral-neutral,5.84,3.88
1649,wager,neutral-neutral,neutral-neutral,4.68,2.93
1650,wail,neutral-negative,neutral-neutral,3.52,3.93
1651,wait,neutral-neutral,neutral-neutral,4.55,2.68
1652,waive,neutral-neutral,neutral-neutral,5.53,2.96
1653,wake,neutral-positive,neutral-neutral,6.57,3.11
1654,walk,concrete-positive,neutral-neutral,6.77,4.07
1655,walkout,neutral-neutral,neutral-neutral,4.11,3.73
1656,wallow,neutral-neutral,neutral-neutral,4.33,3.11
1657,wander,neutral-neutral,neutral-neutral,5.9,2.28
1658,want,abstract-neutral,neutral-neutral,6.0,1.93
1659,warn,neutral-neutral,neutral-neutral,4.9,2.89
1660,wash,concrete-neutral,neutral-neutral,6.0,4.35
1661,waste,neutral-negative,neutral-neutral,2.61,3.24
1662,watch,concrete-neutral,concrete-neutral,5.45,4.61
1663,waver,neutral-neutral,neutral-neutral,5.18,2.56
1664,weaken,neutral-negative,neutral-neutral,3.3,2.37
1665,wear,neutral-positive,neutral-neutral,6.36,3.61
1666,weave,concrete-neutral,neutral-neutral,5.41,4.2
1667,wed,neutral-positive,neutral-neutral,6.79,3.11
1668,weep,concrete-negative,concrete-neutral,2.88,4.54
1669,weigh,neutral-neutral,neutral-neutral,4.32,3.79
1670,welcome,neutral-positive,neutral-positive,7.27,2.07
1671,weld,concrete-neutral,neutral-neutral,4.95,4.18
1672,westbound,neutral-neutral,neutral-neutral,5.18,2.84
1673,whack,neutral-neutral,neutral-neutral,4.14,3.48
1674,wheeze,concrete-negative,neutral-neutral,3.67,4.29
1675,whine,neutral-negative,neutral-neutral,2.82,3.4
1676,whip,concrete-negative,concrete-neutral,3.6,4.68
1677,whisk,concrete-neutral,neutral-neutral,5.74,4.33
1678,whisper,concrete-positive,neutral-neutral,6.14,4.34
1679,whitewash,neutral-neutral,neutral-neutral,4.48,3.7
1680,whittle,concrete-neutral,neutral-neutral,5.45,4.16
1681,whiz,neutral-positive,neutral-neutral,6.48,2.59
1682,widen,neutral-neutral,neutral-neutral,5.0,3.21
1683,wield,neutral-neutral,neutral-neutral,4.82,3.07
1684,wiggle,neutral-neutral,neutral-neutral,5.57,3.93
1685,will,neutral-neutral,neutral-neutral,5.32,2.64
1686,wilt,neutral-negative,neutral-neutral,3.42,2.9
1687,win,neutral-positive,neutral-neutral,6.97,2.67
1688,wipe,neutral-neutral,neutral-neutral,4.58,4.0
1689,wish,abstract-positive,neutral-positive,7.14,1.77
1690,withdraw,neutral-neutral,neutral-neutral,4.11,3.04
1691,wither,neutral-negative,neutral-neutral,2.95,2.71
1692,withhold,neutral-negative,neutral-neutral,3.7,2.68
1693,withstand,neutral-neutral,neutral-neutral,5.95,2.27
1694,wobble,neutral-neutral,neutral-neutral,4.9,3.6
1695,wonder,abstract-positive,neutral-neutral,6.68,1.8
1696,woo,neutral-positive,neutral-neutral,6.37,2.19
1697,woof,neutral-positive,neutral-neutral,6.76,3.9
1698,work,neutral-neutral,neutral-neutral,5.05,3.48
1699,worry,neutral-negative,neutral-neutral,2.1,2.55
1700,worship,neutral-neutral,neutral-neutral,5.57,2.62
1701,would,abstract-neutral,abstract-neutral,5.91,1.12
1702,wrap,concrete-neutral,neutral-neutral,5.57,4.11
1703,wreak,neutral-negative,neutral-neutral,3.5,2.83
1704,wrestle,concrete-neutral,neutral-neutral,4.53,4.33
1705,wriggle,neutral-neutral,neutral-neutral,5.43,3.63
1706,wring,neutral-neutral,neutral-neutral,4.95,4.0
1707,write,concrete-positive,neutral-neutral,6.45,4.22
1708,yank,concrete-neutral,neutral-neutral,4.47,4.1
1709,yap,neutral-negative,neutral-neutral,3.9,2.96
1710,yawn,concrete-neutral,neutral-neutral,5.62,4.46
1711,yearn,abstract-neutral,neutral-neutral,5.95,1.76
1712,yell,neutral-negative,neutral-neutral,3.58,3.86
1713,yield,neutral-neutral,neutral-neutral,5.19,2.93
1714,zap,neutral-neutral,neutral-neutral,5.39,2.85
1715,zing,abstract-positive,abstract-neutral,6.95,1.23
1716,zip,neutral-neutral,neutral-neutral,5.06,3.5
1717,zoom,neutral-neutral,neutral-neutral,5.86,3.1
